outcome,pnl_dollars,exit_time_seconds,max_mfe_dollars,max_mae_dollars,pos_id,strategy,tp_setting,time_limit,actual_pl_norm
TIME_EXIT,0.023300000000008366,120,0.03655000000000655,0.0025499999999919966,961697298,HR10,0.2,2,0.65
TIME_EXIT,0.02905000000000655,120,0.02920000000000073,0.0007999999999992724,961732513,HR10,0.2,2,0.8699999999999999
TIME_EXIT,0.0015499999999974534,120,0.005950000000002547,0.009799999999995635,961756437,HR10,0.2,2,0.4600000000000001
TIME_EXIT,0.0018999999999959982,120,0.031899999999996,0.0015499999999974534,961961769,HR10,0.2,2,0.77
TIME_EXIT,-0.012899999999990542,120,0.0065999999999985445,0.01600000000000364,967474460,HR10,0.2,2,0.23000000000000004
TIME_EXIT,0.01875,120,0.03300000000000182,0.015700000000006185,967537507,HR10,0.2,2,0.25000000000000006
TIME_EXIT,-0.047200000000002545,120,-0.0009000000000014552,0.05164999999999964,967734728,HR10,0.2,2,-17.790000000000003
TIME_EXIT,0.006650000000008731,120,0.03229999999999564,0.008449999999993452,968001869,HR10,0.2,2,0.05
TIME_EXIT,0.029999999999990905,120,0.031549999999997455,0.007400000000006912,968013226,HR10,0.2,2,0.33
TIME_EXIT,0.022899999999999636,120,0.03994999999999891,0.003249999999998181,968058727,HR10,0.2,2,0.8699999999999999
TIME_EXIT,-0.02405000000000655,120,0.016849999999994907,0.028649999999997816,968069914,HR10,0.2,2,0.45
TIME_EXIT,-0.02555000000000291,120,-0.00025000000000545696,0.026800000000002912,968266860,HR10,0.2,2,-0.75
TIME_EXIT,0.013649999999997817,120,0.020399999999999637,0.011350000000002183,968272082,HR10,0.2,2,1.7899999999999998
TIME_EXIT,-0.013800000000001091,180,0.022249999999994545,0.019099999999998545,961157547,MH,0.2,3,0.36000000000000004
